Filename,Image #,Gender,Race,Confident,Egotistic,Intelligent,Kind,Responsible,Trustworthy,Aggressive,Caring,Emotional,Friendly,Sociable,Qualified
Google_1_Lena Clausen_12_oval.jpg,1133,1,1,5.86,5.5,6,3.93,5.57,4,5.36,3.43,3.71,3.62,3.5,0
Google_1_Russell Baeza_13_oval.jpg,1134,1,1,6.27,4.53,6.47,5.33,6.87,5.93,2.93,6.67,4.67,6.8,6.2,1
Google_1_Keith Keith_19_oval.jpg,1135,1,1,6.27,5.2,6.87,5.33,6.27,4.93,4.6,4.67,3.53,5.33,6,0
Google_1_Irene Dow_11_oval.jpg,1136,0,2,5.8,5.6,6.2,3.07,6.07,4.93,5.8,3.13,4.2,3.27,3.27,0
Google_1_Martin Conway_9_oval.jpg,1137,1,1,5.6,4.07,5.2,5.13,5.67,5.33,3.8,5,3.07,4.87,5,0
Google_1_Diana Bateman_7_oval.jpg,1138,0,1,6.33,4.73,5.53,5.47,5.67,4.73,4.07,5.4,5.47,6.13,6.2,0
Google_1_Roger Kennedy_13_oval.jpg,1139,1,1,6.73,3.47,6.93,7.2,7.4,6.53,2.47,5.8,4.93,6.8,6.13,0
Google_1_Elaine Grey_9_oval.jpg,1140,0,1,5.53,3.13,5.47,6,6.07,5.33,3.53,5.64,5.13,6.27,6.67,0
Google_1_Curtis Wegner_16_oval.jpg,1141,1,1,6.27,3.4,5.93,6.8,5.53,5.67,3,6.13,5,7.2,7.4,0
Google_1_Edna Cooley_19_oval.jpg,1142,0,1,5,2.86,6.29,6.64,6.14,6.5,2.71,6.36,5.5,6.29,5.79,0
Google_1_Henry Gumm_3_oval.jpg,1143,1,1,6.43,6.71,5.07,4.43,4.86,5.36,4.79,5.14,4.64,4.86,5.93,1
Google_1_Michelle Topping_11_oval.jpg,1144,0,1,7,2.87,6.13,7,6.33,6.47,2.8,6.87,5.07,7.4,6.73,0
Google_1_Susan Conant_5_oval.jpg,1145,0,1,6.53,4.2,6.2,5.87,5.73,5.73,3.64,6.13,5.6,6.67,6.33,0
Google_1_Curtis Yancey_16_oval.jpg,1146,1,1,5.53,2.93,6.6,6.8,6.53,7.13,2.13,6.4,4.73,6.87,6.73,0
Google_1_Maggie Hess_5_oval.jpg,1147,0,1,6.73,3.67,6.47,6.33,6.33,6.33,3.07,6.6,4.67,6.93,7.2,0
Adam_Koester_12_oval.jpg,1148,1,1,5.67,4.27,6.27,5.53,5.93,5.13,5.07,4.4,4.07,4.53,4.53,0
Google_1_Kathleen Valerio_9_oval.jpg,1149,0,3,4.6,4.07,4.93,4.2,4.87,4.47,4.8,4.93,5.2,4.87,5.4,0
Google_1_Caroline Mccandless_5_oval.jpg,1150,0,1,6.47,5.67,5.67,5.33,4.93,4.8,2.87,5.33,4.73,5.86,6.47,0
Google_1_Leonard Overcash_1_oval.jpg,1151,1,1,4.27,3.87,4.47,3.2,3.73,3.33,7.2,2.93,5.47,2.67,2.8,0
Google_1_Delores Creed_19_oval.jpg,1152,0,1,6.87,3.93,6,6.21,6.73,5.87,3.53,5.71,5.4,6.67,6.47,0
Google_1_Roy Roberson_18_oval.jpg,1153,0,2,5.4,3.47,5.8,5.93,6.2,5.6,2.47,6,4.8,5.87,5.53,0
Google_1_Michelle Boren_3_oval.jpg,1154,0,1,5.36,3.43,5.36,6.36,6.29,6.36,2.21,6.5,5.93,6.86,7.07,0
Google_1_Helen Ferland_17_oval.jpg,1155,0,1,7.13,3.8,7.07,7.4,6.93,6.93,3.21,6.6,4.87,7.13,7.47,0
Google_1_Nathan Bloodworth_17_oval.jpg,1156,0,1,6.93,3.14,6.8,6.73,6.73,6.73,2.27,7.2,5.64,7.33,7.29,0
Google_1_Kristina Williams_9_oval.jpg,1157,1,1,6.93,4.4,5.73,5.93,5.8,4.73,5.6,3.93,6.2,5.27,6,0
Google_1_Jerry Lovelace_5_oval.jpg,1158,1,1,5.13,4.93,5.07,3.87,4.07,3.6,4.87,4.4,4.53,4.8,4.87,0
Google_1_Robert Bullins_7_oval.jpg,1159,1,2,5.07,5.2,4.27,3.6,4.6,3.87,6.53,3.4,3.8,3.6,4.8,0
Google_1_Alan Macfarlane_7_oval.jpg,1160,1,1,6.33,5,6.2,5.07,6.2,4.93,5.2,3.4,3.93,3.6,3.93,0
Albert_Belk_12_oval.jpg,1161,1,1,6.27,5.07,5.67,5.47,5.53,5.33,3.73,5.8,4.07,6.8,6.53,0
Google_1_Fred Cornish_1_oval.jpg,1162,1,1,5.8,5.27,5.6,4.93,4.67,4.33,4.27,5.13,4.2,6.2,5.47,0
Google_1_Harry Hickman_15_oval.jpg,1163,1,1,4.8,3.87,6.4,5.93,6.8,5.6,4.13,4,4.13,5.27,5.07,0
Google_1_Jodi Morrow_19_oval.jpg,1164,0,1,6,3.07,6.47,5.87,6.8,6.73,2.73,6.27,5.2,6.33,6.47,0
Google_1_Catherine Fiske_17_oval.jpg,1165,1,1,5.73,5.07,5.93,5.47,4.6,4.67,5.87,4.4,6.27,4.47,4.8,0
Google_1_Samuel Mcalister_3_oval.jpg,1166,1,1,5.8,5.67,4.53,3.27,3.73,3.73,6.73,2.8,4.13,2.6,3.13,0
Google_1_Annie Hassell_9_oval.jpg,1167,1,1,4.33,3.87,5.47,5.4,5.07,4.93,3.6,4.27,5.4,4.2,3.93,0
Google_1_Jeffrey Merryman_7_oval.jpg,1168,0,1,7.27,5.33,5.87,4.8,5.33,5.13,4.8,4.73,4.6,5.4,7.13,0
Google_1_Ronald Dunbar_3_oval.jpg,1169,1,1,5.53,4.53,6.47,5.73,6.67,5.47,2.47,5.67,3.53,6.2,5.47,0
Google_1_Wayne Sutter_11_oval.jpg,1170,1,1,6.53,4.93,6.6,6.4,7.2,6.53,3.87,5.47,5.07,6.53,6.53,1
Google_1_William Gorham_15_oval.jpg,1171,1,1,5.07,3.93,5.8,6.33,5.47,6.33,2.8,7.2,4.73,7.6,6.87,1
Google_1_Wanda Joyce_9_oval.jpg,1172,0,2,6.53,4.8,3.73,4.47,4.47,4,4.13,4.73,5.67,5.6,5.67,0
Google_1_Clara Blais_19_oval.jpg,1173,0,2,6.13,2.8,5.6,7.53,6.27,6.27,3.53,6,5.93,6.33,6.47,0
Google_1_Krista Schade_9_oval.jpg,1174,0,1,6.73,3.79,5.67,7.07,6.27,5.93,3.47,5.73,5.67,6.8,7.33,0
Alan_Infante_11_oval.jpg,1175,1,1,6.33,6.87,4.53,3,3.87,3.47,6.93,3.4,5.33,3.2,3.33,0
Google_1_Marilyn Archibald_5_oval.jpg,1176,0,1,5.36,2.79,5.93,6.43,6.14,6.21,2.36,6.71,5.14,6.64,6.14,1
Google_1_Sara Simpson_17_oval.jpg,1177,0,1,6.47,2.93,6.13,6.67,5.87,6.13,2.8,6.73,5.73,7.4,7.13,0
Google_1_Felicia Nightingale_11_oval.jpg,1178,0,1,6.47,4.87,6.13,5.6,5.93,5.93,3.8,5.27,4.07,5.13,5.33,0
Google_1_Stanley Bannon_9_oval.jpg,1179,0,1,6.5,4.5,6.14,6.43,5.71,5.21,3.36,6.71,5.71,6.79,7.29,0
Google_1_Martin Burbank_19_oval.jpg,1180,0,1,5.67,4.93,5.8,5.6,5.6,4.8,3.93,5.73,5.33,5.8,6.33,0
Google_1_Frank Rubino_3_oval.jpg,1181,1,1,5.8,3.6,5.33,6.33,5.8,5.67,2.8,5.47,5,6.6,6.67,0
Google_1_Steven Dorris_3_oval.jpg,1182,1,1,4.67,5.33,5.33,4.53,4.67,4.47,5.93,3.87,4.67,3.93,3.4,1
Google_1_James Howie_9_oval.jpg,1183,1,1,4.93,4.33,4.93,4.73,5.27,4.87,4.33,4.73,4,4.93,4.93,0
Ada_Galbreath_19_oval.jpg,1184,0,1,5.87,3.2,5.47,5.8,5.93,5.67,3.27,6.33,5.6,6.67,5.6,0
Google_1_Anthony Adcock_17_oval.jpg,1185,1,1,6.53,4.8,4.43,5.93,5.07,4.73,4.2,5.33,5.73,6.73,6.8,0
Google_1_Stanley Kopp_7_oval.jpg,1186,1,2,5.47,5.2,5.27,4.13,4.87,4.93,4.53,4.13,3.53,4.6,4.87,1
Google_1_Kara Tsang_15_oval.jpg,1187,0,1,6.67,3,6.87,6.6,6.53,6.33,2.47,6.27,5.6,7.07,5.93,0
Google_1_Paul Wold_1_oval.jpg,1188,1,1,4.13,4.2,4.33,3.33,3.87,4,5.6,3.33,4.67,3.6,3.53,0
Google_1_Felicia Cochran_9_oval.jpg,1189,0,1,3.47,5.07,3.6,3.13,3.93,3.6,4.4,4.6,4.93,3.87,4.53,0
Google_1_Margie Spriggs_1_oval.jpg,1190,0,1,6.4,3.07,6.13,6.67,6.67,6.8,3.33,6.2,4.8,6.57,6.36,0
Google_1_Jose Braddy_1_oval.jpg,1191,0,1,5,3.67,5,5.6,4.87,5.33,3.67,5.2,5.73,5,4.53,0
Google_1_Sherry Mcmichael_13_oval.jpg,1192,1,1,5.4,4.4,5,4.87,4.33,4.2,3.2,5.07,4.27,5.4,4.87,1
Google_1_Constance Mcgann_13_oval.jpg,1193,0,1,5.53,5.33,5.27,4.87,5.13,4.73,3.13,5.73,4.47,6.14,6.27,0
Google_1_Pamela Osuna_5_oval.jpg,1194,1,5,5.4,4.6,5.13,4.87,5.33,4.87,4.8,4.4,3.6,4.6,4.6,0
Google_1_Chris Lykins_9_oval.jpg,1195,1,1,5.4,4.4,5.33,5.93,4.87,5.2,4.33,5.8,5,6.07,5.13,0
Google_1_Henry Dominguez_9_oval.jpg,1196,0,6,6.33,2.2,7.2,7.4,7.33,6.8,2.47,7.27,5.47,7.53,7.4,0
Google_1_Cecilia Peterson_11_oval.jpg,1197,0,1,6.33,3.27,5.93,7.27,6.2,5.8,2.13,6.13,5.47,7.33,7.33,0
Google_1_Vincent Hamblin_3_oval.jpg,1198,1,2,6.53,5.47,5.07,3.33,4.6,4.13,5.67,3.93,4.13,4.2,4.8,0
Google_1_Philip Pfeffer_3_oval.jpg,1199,1,1,5,4.2,5.13,5.07,4.8,4.2,3.67,5.6,5,6,5.93,1
Google_1_Jeffery Beauregard_9_oval.jpg,1200,1,1,6.2,4.07,5.53,5.87,5.27,5.13,3.67,5.73,4.8,6.6,6.87,1
Google_1_Randy Dowdy_19_oval.jpg,1201,1,1,4.67,6.07,3.73,2.27,3.33,3,6.67,3.13,4.07,3.07,3.47,0
Google_1_Chad Jablonski_15_oval.jpg,1202,0,1,6.4,6.2,5.13,4.13,5.13,4.8,4.87,4.67,5.07,5,6,0
Google_1_Brian Kellner_16_oval.jpg,1203,0,1,6.8,2.73,6.6,7.2,6.8,6.87,2.4,6.73,5.07,6.93,7.07,0
Google_1_Douglas Wampler_7_oval.jpg,1204,1,1,6.47,5,6.87,5.4,6.93,5.47,2,7.07,4.6,7.27,6.6,0
Bruce_Oberg_9_oval.jpg,1205,0,1,6.67,3.53,7,6.8,6.73,6.6,3.67,6.6,5.33,6.87,6.6,0
Google_1_Larry Truett_13_oval.jpg,1206,1,1,4.13,6.2,4.13,3.29,3.73,3.33,5.67,3.4,4.2,2.87,3.87,0
Google_1_Fred Wicker_7_oval.jpg,1207,1,1,5.13,4.6,5.8,3.33,5.47,4.6,5.53,4.6,4.73,4.13,3.8,1
Google_1_Ronald Fast_9_oval.jpg,1208,1,1,5.53,5.6,5.33,3.87,4.47,4.2,6.13,4,3.8,3.71,3.73,0
Google_1_Antonio Helmick_5_oval.jpg,1209,0,2,6.93,4,6.13,6.93,6.53,6.4,2.93,6.67,4.6,6.73,6.53,0
Google_1_Cheryl Mcclean_13_oval.jpg,1210,0,1,7.13,4.53,6.2,6.4,5.87,5.73,3.73,5.73,5.27,6.87,6.93,1
Google_1_George Spurgeon_13_oval.jpg,1211,1,2,6.4,4.53,5.53,5.33,6.07,4.87,2.53,6.53,4.53,6.8,6.07,0
Bryan_Downer_132_oval.jpg,1212,0,1,6.33,4.47,6.13,6.4,5,5.4,2.6,5.4,4.6,6.53,6.53,1
Google_1_Travis Matheson_3_oval.jpg,1213,1,1,5.36,4.07,4.07,6.5,5.21,5.07,2.79,5.64,4.79,6.21,6.5,0
Joann_Pickering_16_oval.jpg,1214,0,1,5.53,3.33,6.27,6.13,7.2,6.73,3.53,6.07,5.07,5.67,6,0
Google_1_William Shelton_13_oval.jpg,1215,0,1,5.14,3.57,5.07,6.14,6.21,6.57,3.14,7,5.29,6.5,6.79,0
Google_1_Kelli Tramel_17_oval.jpg,1216,1,2,6,6.87,4.5,3.6,3.73,3.2,5.33,4.4,4,4.53,4.93,0
Google_1_Mattie Steffen_9_oval.jpg,1217,1,5,4.13,6.33,4.4,4,3.93,3.53,6.53,2.13,4.67,2.47,2.47,0
Google_1_Patrick Woolley_9_oval.jpg,1218,0,1,6.2,3.07,6.67,7.6,6.8,6.93,3.6,7.2,5.4,6.67,6.87,0
Google_1_Edward Goldsmith_9_oval.jpg,1219,1,1,5.87,6.2,4.07,2.8,3.4,3.2,7.2,2.93,4.4,2.8,3.73,0
Google_1_Maggie Schulz_11_oval.jpg,1220,1,1,6.07,4.54,7.21,5.57,7.29,6.36,3.64,6,4.29,5.5,5.86,0
Annie_Polk_15_oval.jpg,1221,0,1,4.8,2.87,4.33,5.87,5.4,5.4,3.47,6.07,6.13,6.93,5.5,1
Google_1_Kara Hartford_3_oval.jpg,1222,0,1,3.87,2.2,5.07,5.6,5.73,5.33,2.2,6.33,5.07,6.33,5.73,0
Google_1_Katrina Wooldridge_17_oval.jpg,1223,0,2,5.13,3.73,5.6,6.4,5.93,6.13,3.27,6.6,5.13,6.93,6.6,1
Google_1_Roy Atchley_1_oval.jpg,1224,1,1,7.33,4.07,7,6.93,6.8,6,4.07,6.53,5.2,6.13,6.6,1
Google_1_Tony Beane_19_oval.jpg,1225,1,1,6.6,6,6.47,5.4,5.2,4.53,4.4,5.8,4,6,6.07,0
Google_1_Amanda Kohl_5_oval.jpg,1226,0,1,5.33,4.27,5.4,5.2,5.6,5.13,2.8,5.47,4.47,5.67,6.07,0
Google_1_Becky Mcardle_7_oval.jpg,1227,0,1,6.13,2.93,6.13,6.93,6.47,6.8,2.47,6.27,5.4,7.07,6.87,0
Google_1_Yvette Slaton_1_oval.jpg,1228,1,1,6.47,4.4,6.33,5.87,6.13,5.93,3.13,6.27,5.87,6.67,6.87,0
Google_1_Kristine Fernandes_1_oval.jpg,1229,0,1,6.67,3,6.27,6.87,6.27,6.4,3.2,6.13,5.27,6.33,6.6,0
Google_1_Eric Lashley_6_oval.jpg,1230,1,1,5.73,3.33,5.67,5.53,5.8,6,2.27,6.13,4.87,6,5.33,0
Google_1_Steven Mayorga_15_oval.jpg,1231,1,1,7.2,5.2,6.33,6.6,6.27,5.93,2.87,6.2,4.73,7.47,7.27,0
Google_1_Rosa Lang_5_oval.jpg,1232,1,1,4.53,5.73,4.6,3.53,4.2,3.27,5.8,3.07,4.53,3.53,4.07,1
Google_1_Valerie Stuckey_11_oval.jpg,1233,1,5,6.4,5.47,5.13,4.33,4.93,3.8,5.47,5.2,3.8,5.4,5.27,0
Google_1_Gregory Blood_7_oval.jpg,1234,1,1,5.4,4.67,5.87,5.13,5.87,5.4,2.93,6.2,4.93,6.53,6,1
Google_1_Angie Bruner_1_oval.jpg,1235,0,1,5.8,3.67,6,6.87,6.87,6.73,3.53,6.27,5.53,6,6.53,1
Google_1_Nora Loeffler_7_oval.jpg,1236,0,1,7.67,4.53,6.8,6.6,6.4,6.27,2.67,5.93,5.53,6.8,7.73,0
Google_1_Sara Claytor_7_oval.jpg,1237,0,1,6.53,4.2,6.33,6,5.8,6.6,2.8,6.8,4.73,7.2,6.47,0
Google_1_Joshua Dowdy_3_oval.jpg,1238,1,1,5.47,6.67,6.07,3.47,4.47,3,5.93,3.27,4.47,3.2,3.33,0
Google_1_Faye Banner_7_oval.jpg,1239,0,1,5.14,2.67,6.07,6.27,6.07,6.47,2.4,6.47,4.87,6.8,5.87,0
Google_1_Martin Conway_13_oval.jpg,1240,1,1,6.73,4.6,6.73,6.13,5.73,5.93,2.93,6.27,4.73,6.73,6.33,0
Google_1_Jose Bustamante_15_oval.jpg,1241,1,1,4.8,3.87,5.4,5.47,6.2,5.8,2.47,5.87,4.53,6.67,6.73,0
Google_1_Sherry Mcmichael_11_oval.jpg,1242,1,1,6.71,3,6.71,7.29,7.07,6.93,3.07,6.14,5.07,6.86,6.36,0
Google_1_Frank Beckner_3_oval.jpg,1243,1,1,6.87,3,6.53,7.27,6.8,6.8,2.87,6.87,5.93,7.47,7.47,0
Audrey_Rosenbaum_10_oval.jpg,1244,0,1,6.33,3.47,6.33,7.07,5.8,6.07,2.6,7.13,5.67,7.53,7.73,0
Google_1_Richard Bard_3_oval.jpg,1245,1,1,6.36,4.86,6.93,5.14,5.93,5.07,4.36,4.93,4.43,4.5,4.71,0
Google_1_Martin Dodds_9_oval.jpg,1246,0,1,6.07,3.07,6.53,6.47,6.6,6.2,2.07,6.53,5.07,6.93,6.6,0
Google_1_Joe Claxton_9_oval.jpg,1247,0,1,5.14,3.27,6.33,6.6,6.8,6.2,2,6.53,5.2,6.93,6.6,0
Google_1_Joe Francois_5_oval.jpg,1248,1,1,5.47,4.73,5.93,5.8,4.93,5.13,4.47,5.2,4.27,5.6,5.93,1
Google_1_Sabrina Perlman_15_oval.jpg,1249,1,1,7.07,5.87,6.27,5.93,6.4,4.8,3.4,6.53,5.67,6.53,7.27,1
Google_1_Leah Smythe_5_oval.jpg,1250,1,1,6.27,3.4,6.27,6.6,6.93,6.8,3.33,6.27,4.47,6.93,6.8,0
Google_1_Louis Coss_14_oval.jpg,1251,0,1,5.2,3.53,5.8,5.87,6,5.47,2.67,6.53,5.6,6.6,6.8,0
Debbie_Dicken_9_oval.jpg,1252,0,1,5,3.67,5.2,6.53,5.8,6.13,3.2,6,6,6.6,6.13,0
Google_1_Scott Westcott_13_oval.jpg,1253,1,1,7,5.4,6.47,5.67,6.93,5.53,3.67,5.73,4.33,6.4,6.2,1
Google_1_Shelley Ham_9_oval.jpg,1254,1,1,6,4.53,5.87,5.47,6.6,5.73,4.6,5.27,4.67,6.13,6.33,1
Google_1_John Gordan_1_oval.jpg,1255,1,2,4.13,4.87,4.53,3.8,4.33,3.67,6.67,2.8,3.53,3.13,3,0
Google_1_Martin Szymanski_1_oval.jpg,1256,0,1,4.27,3.67,5.2,5.53,5.53,5.73,3,4.87,5.13,5.07,4.8,0
Google_1_Kathleen Martz_9_oval.jpg,1257,0,1,6.47,3.13,6.73,6.8,7.07,6.6,2.27,7.4,6.27,7,7.33,0
Google_1_Crystal Rutland_1_oval.jpg,1258,0,1,5.53,2.93,5.73,6.73,6.27,6.6,2.8,7.13,5.73,7.53,6.93,0
Albert_Neu_11_oval.jpg,1259,1,1,6.47,3.47,5.8,5.93,6.33,6,3.73,6,4.6,6.4,6.47,0
Google_1_Diana Downing_17_oval.jpg,1260,0,5,5.2,3.47,5.87,6,5.47,5.8,3.13,6.53,5.6,6.67,6.6,0
Google_1_Darlene Perrone_13_oval.jpg,1261,0,1,5.2,2.87,6.27,6.4,6.93,6.47,3.27,4.87,4.2,5.33,5.67,1
Bryan_Shanklin_9_oval.jpg,1262,1,1,6.2,5.47,4.93,4.6,5.6,5.2,5.8,5.13,4.13,5.33,5.07,0
Google_1_Leona Mather_5_oval.jpg,1263,1,1,5.6,5,6.07,4.53,5.93,5.2,5,5.07,4.47,5.67,5.87,0
Google_1_Paula Keeler_1_oval.jpg,1264,0,1,5.07,2.8,5.73,6.53,5.87,6.33,2.07,6.67,5.47,6.87,6.33,0
Google_1_Jeremy Gladden_3_oval.jpg,1265,1,1,7.67,4.27,6.67,7.27,6.93,6.6,3.13,6.73,5.87,7.33,7.33,0
Google_1_Mike Spruill_3_oval.jpg,1266,1,1,6.47,3.93,6.4,6.53,6.2,5.93,3.6,5.33,4,6,5.93,0
Google_1_Jerry Strong_9_oval.jpg,1267,1,1,6.6,3.27,5.4,5.73,6.53,6.2,4.47,5,3.53,5.2,5.13,1
Google_1_Philip Merwin_9_oval.jpg,1268,1,1,5.67,2.53,6.13,6.27,7.07,6.6,2.27,6.8,5.13,6.53,6.07,0
Google_1_Rodney Barnum_19_oval.jpg,1269,1,1,5.67,4.87,6.13,5.27,5.73,4.53,3.27,6.13,4.73,6.53,6,0
Google_1_Henry Gumm_19_oval.jpg,1270,0,1,6.4,3.07,6.79,6.8,6.8,6.33,3.29,5.67,5.27,6.07,6,0
Google_1_Edward Magana_15_oval.jpg,1271,0,1,6.53,3.33,6.93,6.67,6.87,6.2,3.47,5.93,5.73,6.87,6.27,1
Google_1_Sara Sayre_10_oval.jpg,1272,0,1,7,3.73,6.6,6.6,7,6.4,2.8,7.2,5.47,7.6,7.47,0
Google_1_Stephen Gutierrez_7_oval.jpg,1273,1,1,6.33,4.13,7.07,6.4,6.67,5.73,3.4,6.07,5.4,6.93,6.53,0
Google_1_Sean Ard_1_oval.jpg,1274,1,1,5.4,4.73,5,4.8,5.2,5.07,5.13,4.6,4.6,5.2,5.27,0
Google_1_Samuel Halvorson_7_oval.jpg,1275,0,1,6.8,2.73,6.4,6.73,6.47,6.33,2.27,6.8,5.6,6.67,6.33,0
Google_1_Terry Mudd_5_oval.jpg,1276,1,1,5.4,4.47,6.47,5.47,5.73,5.73,3.73,5.71,4.67,6.47,6.87,0
Google_1_Marvin Hanrahan_1_oval.jpg,1277,1,2,6.93,5.07,5.33,5.87,5.27,5.73,4.6,5.4,4.67,6.4,7.07,0
Google_1_Jack Bakker_7_oval.jpg,1278,1,1,5,3.73,5.67,5.87,5.27,5.6,3.07,5.67,3.27,5.67,4.53,1
Jeremy_Bowlin_15_oval.jpg,1279,1,2,6.8,3.6,5.87,6.53,6,6.07,3.27,6.53,4.6,6.6,6.53,0
Google_1_Jimmy Freund_9_oval.jpg,1280,1,1,5.93,4.6,5.67,5.93,5.93,5.67,3.6,6.33,4.33,6,5.73,0
Google_1_Todd Brent_9_oval.jpg,1281,1,1,6.67,3.33,6.87,6.87,6.67,6.33,2.73,6.47,5.47,7.07,6.67,0
Google_1_Iris Stebbins_7_oval.jpg,1282,0,1,6.33,2.53,5.73,7.13,6.87,7.13,2.87,6.47,5.4,6.27,6.27,1
Google_1_Scott Bevins_1_oval.jpg,1283,1,1,6.13,3.67,5.93,6.47,6.87,6.27,4.73,5.07,4.8,6,5.6,0
Google_1_Diane Mcmurray_1_oval.jpg,1284,0,1,6.93,3.07,6.87,7.13,7,6.87,2.8,7.33,6.47,7.6,7.2,0
Google_1_Jennie Macedo_17_oval.jpg,1285,0,1,6.21,4,6.14,6.14,6.21,6.29,2.21,6.29,4.86,6.57,6.57,0
Google_1_Lawrence House_13_oval.jpg,1286,1,1,5.53,3.2,6.33,5.87,6.29,6.47,3.07,5.8,3.13,5.87,5.73,0
Google_1_Alberta Griswold_5_oval.jpg,1287,0,1,6.13,4.4,6.2,5.53,5.8,5,3.6,5.73,4.07,5.47,5.87,0
Google_1_Jack Leslie_7_oval.jpg,1288,0,1,7.13,3.73,6.67,6.8,6.33,7,3.2,7,6,7.33,7.13,0
Google_1_Margaret Sipple_13_oval.jpg,1289,1,1,6.07,4,6.53,6.47,6.2,6.4,2.8,5.93,4.2,6.4,5.67,0
Google_1_Viola Sorrell_9_oval.jpg,1290,1,1,6.73,5.93,6.53,5.4,6.13,5.8,3.87,5.87,4.87,6.07,6.73,0
Google_1_Patrick Gifford_19_oval.jpg,1291,1,1,6.07,2.87,5.93,5.93,6.2,5.6,3.13,5.87,4.47,6.2,5.93,1
Google_1_Kenneth Cancel_17_oval.jpg,1292,1,1,6.33,3.53,6.33,6.33,6.93,6.2,3.67,6.53,4.93,6.8,6.93,0
Google_1_Rhonda Backer_15_oval.jpg,1293,1,1,6.47,4,6.4,5.93,6.67,5.67,3.33,5.67,4,6.13,5.93,1
Google_1_Regina Mckim_5_oval.jpg,1294,1,1,5.47,3.47,6.93,6.33,6.27,6.47,2.8,5.93,5,6.13,5.87,0
Google_1_Allen Goulet_5_oval.jpg,1295,1,1,5.71,4.21,5.79,5.57,5.5,5.43,3.21,5,3.64,5.64,5.86,0
Google_1_Teresa Elam_13_oval.jpg,1296,0,1,5.8,2.67,6.73,7.07,7.27,6.93,2.27,7.13,4.8,7.47,7.07,0
Google_1_Joshua Matson_7_oval.jpg,1297,0,5,6.53,3.13,7.07,7.07,7.33,7.07,2.87,7.07,5.53,7.2,7.67,0
Google_1_Shelia Bolen_11_oval.jpg,1298,1,1,7,4.07,6.47,6.67,5.8,6.13,3.53,5.8,5.47,6.67,7.13,0
Google_1_Edna Barrett_15_oval.jpg,1299,0,2,7.07,3.93,6.07,7.93,7.07,7.33,2.93,6.8,6.33,6.93,6.27,0
Google_1_Sean Holcomb_1_oval.jpg,1300,1,2,7,5,5.87,5.07,5.8,5.27,4.07,4.53,4.2,5.2,5.27,1
Google_1_Inez Hofer_5_oval.jpg,1301,1,3,7.07,5.47,7.33,4.67,6.6,5.27,5.87,4,5.07,3.8,4.79,0
Google_1_Maureen Boatright_19_oval.jpg,1302,1,1,6.4,4.07,6.47,5.87,6.87,6.73,3.47,6.13,4,6,5.27,1
Google_1_Peter Coon_1_oval.jpg,1303,0,2,6.6,3.8,6.53,6.87,6.33,6.47,3.13,6.33,5.8,6.93,6.33,0
Google_1_Kristen Fabian_7_oval.jpg,1304,0,1,6.6,4.8,5.47,5.2,5.27,5.07,4,4.4,4.8,5.53,5.2,0
Google_1_Fred Berube_15_oval.jpg,1305,0,1,6.67,3.2,6.27,6.93,6.8,6.2,2.47,5.87,4.93,6.27,5.53,0
Google_1_Bernice Branton_7_oval.jpg,1306,1,5,6.14,3.93,5.71,6.07,5.36,5.93,3,6.43,6.21,7.21,6.64,0
Google_1_Vincent Guest_7_oval.jpg,1307,0,1,7.13,2.33,6.73,6.8,6.93,7,2.8,7.73,6.27,7.47,7.07,0
Google_1_Natalie Bugg_9_oval.jpg,1308,0,1,7.13,2.87,6.6,7.2,6.4,6.73,2.27,7,5.73,7.6,7.73,0
Google_1_Katherine Santo_7_oval.jpg,1309,0,1,6,3.47,6.13,7,5.67,5.67,3.07,6.73,5.73,7.07,7.13,0
Google_1_Laura Alderson_9_oval.jpg,1310,0,1,7,3.07,6.73,7.2,6.47,7.07,2.27,6.73,5.93,7.2,7.2,0
Google_1_Phillip Stowe_4_oval.jpg,1311,1,1,5.2,4.4,6,5.4,6.07,6,4.73,4.93,4.07,5.4,4.4,0
Google_1_Louis Sung_1_oval.jpg,1312,1,1,6.27,4.53,6.13,5.4,6.47,5.93,3.67,5.8,4.2,5.53,6,1
Google_1_Joseph Boston_5_oval.jpg,1313,1,1,6.4,5.53,5.47,5.4,5.4,5.2,4.47,5.93,5.4,6,6.33,1
Google_1_Mark Houlihan_16_oval.jpg,1314,1,1,6.2,3.67,5.93,6.47,5.67,5.87,4.71,5.6,4.93,6.2,5.27,0
Google_1_Beulah Stoops_5_oval.jpg,1315,0,1,6.87,3.53,6.47,6.27,6.4,6.27,2.73,6.73,5.67,6.73,6.36,0
Adrienne_Coen_13_oval.jpg,1316,0,1,6.33,3.47,6.87,6.67,7,6.6,2.4,5.93,4.93,6.33,5.27,0
Google_1_Olga Blunt_1_oval (2).jpg,1317,0,1,4.27,4.93,5.67,4.53,5.67,5.07,4.67,4.07,5.33,4.67,4.27,0
Google_1_Donald Normand_5_oval.jpg,1318,1,1,4.47,6.07,3.73,2.07,2.4,2.2,6.87,2.47,4.13,2.53,3.13,0
Google_1_Joshua Harlow_1_oval.jpg,1319,1,1,5.54,5.69,4.62,3.92,5.15,4.85,5.77,3.67,3.92,4.31,4.08,0
Google_1_Anthony Cavender_3_oval.jpg,1320,1,1,5.73,4,5.8,5.87,5.67,5.33,3.21,6.13,3.73,6.13,6.47,0
